ts_ns,ax,ay,az,gesture,trial_id
706423119000,-1.6113,2.0231,-10.1586,rotate_cw,14
706443228000,-2.5283,2.2266,-10.2687,rotate_cw,14
706463136000,-2.9688,2.2889,-9.9335,rotate_cw,14
706483228000,-3.5961,2.0207,-9.5768,rotate_cw,14
706503206000,-4.3359,2.3367,-9.3326,rotate_cw,14
706523220000,-4.9392,2.7869,-8.9902,rotate_cw,14
706543177000,-5.8395,2.1428,-8.5617,rotate_cw,14
706563228000,-6.462,2.2745,-7.92,rotate_cw,14
706583177000,-6.9743,2.3511,-7.5489,rotate_cw,14
706603196000,-7.4101,2.8299,-7.3263,rotate_cw,14
706623154000,-7.7309,2.5091,-7.0988,rotate_cw,14
706643109000,-7.7524,2.6552,-6.687,rotate_cw,14
706663136000,-7.7716,2.8754,-6.3542,rotate_cw,14
709563216000,-0.079,-1.7933,9.3972,rotate_cw,15
709583213000,-0.316,-1.5826,9.347,rotate_cw,15
709603138000,-0.5291,-1.4533,9.4284,rotate_cw,15
709623148000,-0.6105,-1.5083,9.493,rotate_cw,15
709643150000,-0.5315,-1.5203,9.5816,rotate_cw,15
709663209000,-0.5243,-1.3743,9.7181,rotate_cw,15
709683241000,-0.4142,-1.3647,9.8258,rotate_cw,15
709703209000,-0.2969,-1.3886,9.845,rotate_cw,15
709723235000,-0.1844,-1.3886,9.7612,rotate_cw,15
709743209000,-0.2729,-1.2905,9.6438,rotate_cw,15
709763138000,-0.4357,-1.2498,9.6079,rotate_cw,15
709783209000,-0.3543,-1.3216,9.663,rotate_cw,15
709803235000,-0.3184,-1.5131,9.6414,rotate_cw,15
709823131000,-0.4381,-1.5012,9.5936,rotate_cw,15
709843178000,-0.4238,-1.5443,9.7085,rotate_cw,15
709863148000,-0.4214,-1.5203,9.7396,rotate_cw,15
709883225000,-0.4501,-1.5682,9.7085,rotate_cw,15
709903131000,-0.4286,-1.6352,9.7348,rotate_cw,15
709923155000,-0.3903,-1.5993,9.7276,rotate_cw,15
709943209000,-0.3831,-1.6472,9.9407,rotate_cw,15
709963138000,-0.1604,-1.5514,9.9264,rotate_cw,15
709983224000,0.0072,-1.4724,9.6774,rotate_cw,15
710003122000,0.1221,-1.5586,9.5505,rotate_cw,15
710023148000,0.1101,-1.7023,9.4212,rotate_cw,15
710043159000,0.1844,-1.7741,9.2129,rotate_cw,15
710063191000,0.1317,-1.8651,9.1961,rotate_cw,15
710083159000,0.1269,-1.8316,9.2105,rotate_cw,15
710103209000,0.316,-1.8196,9.3733,rotate_cw,15
710123178000,0.5483,-1.719,9.5002,rotate_cw,15
710143131000,0.6536,-1.6041,9.6031,rotate_cw,15
710163155000,1.6544,-0.8882,11.6502,rotate_cw,15
710183213000,1.6903,-2.1093,10.9295,rotate_cw,15
710203155000,0.2011,-2.4253,10.4028,rotate_cw,15
710223191000,3.0957,-1.2139,10.9726,rotate_cw,15
710243214000,1.2474,-0.9505,9.6175,rotate_cw,15
710263168000,2.636,-1.3743,8.9615,rotate_cw,15
710283159000,4.5322,-1.2186,8.4372,rotate_cw,15
710303191000,5.7078,-0.7997,7.6016,rotate_cw,15
710323199000,6.5481,-1.0822,7.0533,rotate_cw,15
710343148000,8.576,-1.2977,5.5737,rotate_cw,15
710363111000,9.2751,-1.6759,4.6878,rotate_cw,15
710383171000,9.2344,-0.9888,3.984,rotate_cw,15
710403146000,9.5289,-0.8308,3.6272,rotate_cw,15
710423109000,9.1267,-0.7614,2.8036,rotate_cw,15
710443216000,9.4188,-1.1157,1.8579,rotate_cw,15
710463181000,9.3709,-1.075,0.3304,rotate_cw,15
710483202000,10.0652,-0.5171,-1.075,rotate_cw,15
710503135000,9.6845,-0.4118,-1.5036,rotate_cw,15
710523192000,9.3589,-0.7087,-2.2865,rotate_cw,15
710543215000,8.272,-0.6249,-4.1468,rotate_cw,15
710563157000,7.9895,-0.577,-4.1276,rotate_cw,15
713663186000,-0.4142,-0.644,9.9551,rotate_cw,16
713683206000,-0.6369,-0.6608,9.9742,rotate_cw,16
713703220000,-0.8308,-0.7039,9.8043,rotate_cw,16
713723110000,-0.7159,-0.8356,9.7492,rotate_cw,16
713743188000,-0.7566,-0.8835,9.73,rotate_cw,16
713763110000,-0.7374,-0.9409,9.675,rotate_cw,16
713783230000,-0.7805,-1.0942,9.8234,rotate_cw,16
713803194000,-0.7135,-0.838,9.6271,rotate_cw,16
713823199000,-0.431,-1.0199,9.7205,rotate_cw,16
713843172000,-0.407,-1.2522,9.912,rotate_cw,16
713863215000,-0.4046,-1.3048,9.9192,rotate_cw,16
713883110000,-0.237,-1.6616,9.845,rotate_cw,16
713903115000,-0.0479,-0.2035,9.6774,rotate_cw,16
713923230000,0.3998,0.4381,10.9343,rotate_cw,16
713943187000,0.5339,-0.8164,10.2831,rotate_cw,16
713963210000,0.5219,-2.047,10.1179,rotate_cw,16
713983239000,3.0885,-0.4669,9.8617,rotate_cw,16
714003132000,0.5626,-1.6424,10.3022,rotate_cw,16
714023199000,1.9201,-0.6967,9.4116,rotate_cw,16
714043162000,2.8276,-0.4812,10.2448,rotate_cw,16
714063233000,4.0486,-0.4118,10.1203,rotate_cw,16
714083172000,4.4173,-0.814,8.6311,rotate_cw,16
714103191000,5.0757,-0.6009,7.1036,rotate_cw,16
714123229000,6.6272,-0.0455,6.4931,rotate_cw,16
714143234000,8.9399,-0.0958,5.5785,rotate_cw,16
714163115000,8.6048,-0.5315,5.8371,rotate_cw,16
714183174000,8.3414,-1.1061,5.8323,rotate_cw,16
714203110000,8.6335,-0.9625,4.367,rotate_cw,16
714223119000,8.4467,-0.9074,2.399,rotate_cw,16
714243149000,9.0716,-0.5818,1.7262,rotate_cw,16
714263233000,10.4315,-0.2586,0.1891,rotate_cw,16
714283172000,10.7835,0.5363,-1.2378,rotate_cw,16
714303177000,9.3565,0.0144,-1.0367,rotate_cw,16
714323211000,9.1698,-0.6009,-1.6616,rotate_cw,16
714343177000,9.4739,-0.3879,-2.387,rotate_cw,16
714363210000,9.5696,-0.0072,-3.4596,rotate_cw,16
714383225000,8.9567,0.3519,-4.4293,rotate_cw,16
714403197000,9.5505,0.2682,-4.8937,rotate_cw,16
714423215000,8.7819,-0.3256,-4.5825,rotate_cw,16
714443149000,8.2289,-0.6488,-5.1308,rotate_cw,16
714463230000,8.023,-0.146,-6.1268,rotate_cw,16
714483172000,8.2337,0.4046,-7.106,rotate_cw,16
714503175000,7.8434,0.419,-7.3909,rotate_cw,16
714523172000,6.1794,-0.395,-7.6902,rotate_cw,16
714543219000,6.4308,-0.7733,-7.0797,rotate_cw,16
714563113000,6.0214,-0.34,-8.3462,rotate_cw,16
714583215000,5.4971,-0.2921,-8.9088,rotate_cw,16
714603110000,5.2409,-0.7254,-9.4092,rotate_cw,16
714623204000,4.3981,-1.0343,-9.3661,rotate_cw,16
714643229000,3.6081,-0.8404,-9.9982,rotate_cw,16
714663207000,2.7198,-0.3855,-10.6877,rotate_cw,16
717143229000,0.1437,-0.1939,9.9359,rotate_cw,17
717163123000,0.3615,-0.0168,9.7755,rotate_cw,17
717183139000,0.5052,-0.0455,9.6103,rotate_cw,17
717203172000,0.6057,-0.3017,9.754,rotate_cw,17
717223129000,0.5986,-0.0215,9.8593,rotate_cw,17
717243132000,0.6752,0.0096,9.8665,rotate_cw,17
717263242000,0.7638,-0.2945,9.8976,rotate_cw,17
717283228000,0.8308,-0.4094,9.9575,rotate_cw,17
717303181000,0.8571,-0.3807,9.8593,rotate_cw,17
717323146000,0.7135,-0.3208,9.7779,rotate_cw,17
717343241000,0.4741,-0.6823,9.7803,rotate_cw,17
717363191000,0.3783,-1.0295,9.7348,rotate_cw,17
717383178000,0.2586,-1.0008,9.6798,rotate_cw,17
717403148000,0.2251,-0.9625,9.5912,rotate_cw,17
717423216000,0.2586,-1.2234,9.6558,rotate_cw,17
717443191000,0.1389,-1.2665,9.4978,rotate_cw,17
717463178000,0.3112,-1.1133,9.4786,rotate_cw,17
717483228000,0.3256,-1.3431,9.426,rotate_cw,17
717503207000,0.5387,-1.0774,9.402,rotate_cw,17
717523246000,0.5387,-0.0527,9.5768,rotate_cw,17
717543154000,1.9345,0.4453,10.6949,rotate_cw,17
717563148000,-0.3543,-1.2785,6.0023,rotate_cw,17
717583199000,3.4189,-0.893,11.983,rotate_cw,17
717603109000,3.5386,-0.6608,10.3382,rotate_cw,17
717623155000,4.4628,0.7949,8.248,rotate_cw,17
717643130000,6.1914,0.668,6.5027,rotate_cw,17
717663216000,6.5984,0.3017,5.3247,rotate_cw,17
717683171000,8.0589,0.2777,6.62,rotate_cw,17
717703181000,7.6231,0.1077,5.8969,rotate_cw,17
717723233000,7.5226,-0.2298,3.8523,rotate_cw,17
717743137000,9.481,-0.1173,3.2968,rotate_cw,17
717763152000,9.8833,-0.4046,3.5051,rotate_cw,17
717783137000,10.307,-0.4477,3.0933,rotate_cw,17
717803173000,10.3118,-0.6776,2.0016,rotate_cw,17
717823216000,10.1969,-0.6057,0.5698,rotate_cw,17
717843109000,9.6414,0.261,-2.0016,rotate_cw,17
717863234000,9.5768,0.6943,-3.4333,rotate_cw,17
717883156000,9.845,-0.0383,-2.7222,rotate_cw,17
717903218000,9.4499,-0.7614,-2.9305,rotate_cw,17
717923147000,8.9519,-0.6393,-3.8283,rotate_cw,17
717943119000,9.2991,-0.7518,-4.8291,rotate_cw,17
717963156000,8.406,-0.1341,-6.1651,rotate_cw,17
717983137000,9.4978,-0.498,-5.9544,rotate_cw,17
718003173000,8.9112,-0.4477,-5.9783,rotate_cw,17
718023202000,8.0948,0.0982,-6.0071,rotate_cw,17
718043221000,7.6543,0.012,-7.0844,rotate_cw,17
718063156000,6.869,-0.249,-7.4316,rotate_cw,17
718083152000,5.7317,-0.9792,-7.6207,rotate_cw,17
718103199000,4.5969,-0.8212,-8.6335,rotate_cw,17
718123148000,4.3838,-0.261,-9.5553,rotate_cw,17
718143298000,3.644,-0.1006,-10.2208,rotate_cw,17
728603177000,0.2227,-0.6369,9.8521,rotate_cw,18
728623199000,0.3208,-0.735,9.7899,rotate_cw,18
728643177000,0.2466,-0.7159,9.7875,rotate_cw,18
728663173000,0.2969,-0.5507,9.7468,rotate_cw,18
728683136000,0.4549,-0.395,9.7276,rotate_cw,18
728703127000,0.5315,-0.2705,9.5553,rotate_cw,18
728723115000,0.6536,-0.2466,9.347,rotate_cw,18
728743191000,0.4621,-0.3352,9.244,rotate_cw,18
728763119000,0.3687,-0.3424,9.3182,rotate_cw,18
728783209000,0.2969,-0.2538,9.2057,rotate_cw,18
728803233000,0.2466,-0.3855,9.5146,rotate_cw,18
728823220000,-0.1939,-0.6847,9.5217,rotate_cw,18
728843119000,-0.4597,-0.8164,9.6391,rotate_cw,18
728863209000,-0.6895,-0.7685,9.5984,rotate_cw,18
728883233000,-0.668,-0.8284,9.6271,rotate_cw,18
728903196000,-0.723,-0.9673,9.5074,rotate_cw,18
728923177000,-0.8021,0.6345,8.3462,rotate_cw,18
728943209000,-0.5626,-0.3831,8.3294,rotate_cw,18
728963115000,-0.2897,-0.4286,9.4284,rotate_cw,18
728983131000,0.4334,0.0551,11.4323,rotate_cw,18
729003138000,-0.7638,-0.6608,10.7141,rotate_cw,18
729023209000,-2.0734,-0.9194,10.2927,rotate_cw,18
729043119000,-2.4972,-0.8236,9.9551,rotate_cw,18
729063213000,-2.1045,-1.0487,9.5457,rotate_cw,18
729083136000,-1.8507,-1.2953,9.9551,rotate_cw,18
729103171000,-1.64,-0.7661,9.8833,rotate_cw,18
729123199000,-1.166,-0.7135,9.7396,rotate_cw,18
729143228000,-0.8523,-0.8882,9.6462,rotate_cw,18
729163199000,-0.8954,-0.8164,9.6031,rotate_cw,18
729183228000,-0.9649,-0.6967,9.5553,rotate_cw,18
729203137000,-0.9409,-0.6009,9.3015,rotate_cw,18
729223191000,-0.5028,-0.1604,9.481,rotate_cw,18
729243136000,0.0311,1.0295,11.0325,rotate_cw,18
729263194000,1.2833,0.5842,9.9216,rotate_cw,18
729283239000,-0.9481,-0.6847,9.5098,rotate_cw,18
729303131000,-0.9098,-1.1037,9.4691,rotate_cw,18
729323119000,-0.7063,-0.9864,9.3541,rotate_cw,18
729343131000,-0.3543,-1.1612,9.6941,rotate_cw,18
729363115000,-0.3591,-0.8284,9.6319,rotate_cw,18
729383131000,-0.1963,-1.6999,9.6223,rotate_cw,18
729403202000,-0.3208,-1.2857,9.6774,rotate_cw,18
729423186000,-0.6488,-1.4389,10.0269,rotate_cw,18
729443233000,-0.5219,-1.0127,9.9096,rotate_cw,18
729463196000,-0.3184,-1.1157,9.3589,rotate_cw,18
729483158000,-0.1963,-1.8076,8.6862,rotate_cw,18
729503238000,-0.4238,-1.5155,9.3015,rotate_cw,18
729523228000,1.0223,-1.4341,10.0844,rotate_cw,18
729543154000,0.9122,-0.8092,9.596,rotate_cw,18
729563228000,0.2251,-0.261,9.1602,rotate_cw,18
729583115000,0.917,-1.1181,8.7771,rotate_cw,18
729603131000,1.4772,-1.2761,9.1698,rotate_cw,18
734543255000,-0.1245,-1.2163,9.5217,rotate_cw,19
734563145000,-0.0982,-1.1372,9.7061,rotate_cw,19
734583235000,-0.0958,-0.9936,9.6798,rotate_cw,19
734603211000,-0.012,-1.2067,9.6654,rotate_cw,19
734623117000,-0.0431,-1.0654,9.6774,rotate_cw,19
734643173000,-0.2298,-1.0606,9.6702,rotate_cw,19
734663116000,-0.1389,-1.0175,9.6845,rotate_cw,19
734683131000,-0.1245,-1.0822,9.6055,rotate_cw,19
734703201000,-0.4286,-1.2977,9.6031,rotate_cw,19
734723228000,-0.431,-1.2354,9.6031,rotate_cw,19
734743216000,-0.3065,-1.2857,9.5529,rotate_cw,19
734763174000,-0.2562,-1.324,9.8545,rotate_cw,19
734783216000,-0.3759,-1.2186,10.0173,rotate_cw,19
734803210000,-0.6345,-1.1851,10.1179,rotate_cw,19
734823116000,0.1197,-1.2186,9.821,rotate_cw,19
734843118000,1.3743,-1.6616,9.6151,rotate_cw,19
734863199000,2.2362,-1.3623,9.7803,rotate_cw,19
734883197000,3.7661,-0.4501,8.4707,rotate_cw,19
734903155000,5.43,-0.6057,8.2337,rotate_cw,19
734923228000,7.5034,-0.7925,7.8841,rotate_cw,19
734943231000,8.1187,-0.4334,6.7876,rotate_cw,19
734963157000,8.4874,-0.6393,4.8866,rotate_cw,19
734983199000,9.5433,-1.1468,3.4333,rotate_cw,19
735003131000,10.1873,-1.3096,2.1644,rotate_cw,19
735023199000,9.6845,-1.1612,1.1947,rotate_cw,19
735043125000,9.9264,-1.2617,-0.4453,rotate_cw,19
735063120000,10.252,-1.5514,-2.1069,rotate_cw,19
735083228000,9.2081,-1.6712,-3.8211,rotate_cw,19
735103178000,8.1523,-1.6783,-4.9249,rotate_cw,19
735123114000,7.5848,-1.7933,-5.8849,rotate_cw,19
735143220000,7.3741,-1.8364,-6.5745,rotate_cw,19
735163147000,7.0844,-1.8675,-7.094,rotate_cw,19
735183178000,5.4229,-1.9106,-7.7428,rotate_cw,19
735203172000,4.64,-2.1021,-8.2887,rotate_cw,19
735223216000,4.3862,-1.6951,-8.6143,rotate_cw,19
735243144000,3.4117,-1.6592,-9.3111,rotate_cw,19
735263216000,1.7406,-2.0758,-9.5912,rotate_cw,19
735283229000,0.4621,-2.3056,-9.6199,rotate_cw,19
735303138000,-0.5459,-2.4972,-9.7205,rotate_cw,19
735323229000,-2.2003,-2.7964,-9.426,rotate_cw,19
735343193000,-3.45,-2.6863,-9.1147,rotate_cw,19
735363222000,-4.6064,-2.909,-8.6838,rotate_cw,19
735383155000,-5.7916,-2.545,-8.0038,rotate_cw,19
735403229000,-6.0669,-2.3296,-7.6638,rotate_cw,19
735423138000,-6.3805,-2.0997,-7.4077,rotate_cw,19
735443172000,-6.6894,-1.8794,-7.3622,rotate_cw,19
735463216000,-6.7421,-1.8747,-7.2951,rotate_cw,19
735483194000,-6.5386,-1.8962,-7.3837,rotate_cw,19
735503197000,-6.517,-1.5467,-7.8243,rotate_cw,19
735523153000,-7.0078,-1.5179,-8.1331,rotate_cw,19
735543199000,-7.4077,-1.5802,-8.2241,rotate_cw,19
735563149000,-7.3765,-1.5155,-8.0541,rotate_cw,19
739063146000,-1.2977,-1.0056,9.6127,rotate_cw,20
739083133000,-1.2929,-1.0918,9.3709,rotate_cw,20
739103233000,-1.2617,-1.1995,9.596,rotate_cw,20
739123126000,-0.9984,-0.8332,9.6726,rotate_cw,20
739143123000,-0.2442,-0.8787,9.7995,rotate_cw,20
739163191000,0.3974,-1.0343,9.7276,rotate_cw,20
739183199000,1.0942,-0.9625,9.5577,rotate_cw,20
739203130000,1.7957,-1.142,9.3757,rotate_cw,20
739223201000,2.6097,-1.0558,9.1578,rotate_cw,20
739243109000,3.7014,-0.893,9.3853,rotate_cw,20
739263214000,4.4508,-0.7877,9.5792,rotate_cw,20
739283130000,4.6567,-0.8811,9.1866,rotate_cw,20
739303177000,4.9704,-0.6608,8.5784,rotate_cw,20
739323198000,6.2776,-0.8667,7.999,rotate_cw,20
739343153000,7.5465,-0.8475,7.2927,rotate_cw,20
739363147000,8.1283,-0.929,6.3111,rotate_cw,20
739383233000,8.1977,-0.9433,5.0302,rotate_cw,20
739403130000,8.4491,-1.0965,4.1779,rotate_cw,20
739423233000,8.6814,-0.972,3.134,rotate_cw,20
739443157000,9.7348,-0.8499,1.7526,rotate_cw,20
739463233000,10.1299,-1.0558,0.8811,rotate_cw,20
739483147000,9.8402,-1.1205,0.0215,rotate_cw,20
739503136000,9.4475,-1.1827,-0.6847,rotate_cw,20
739523171000,9.5936,-1.0558,-1.221,rotate_cw,20
739543198000,9.8928,-1.1516,-1.8723,rotate_cw,20
739563147000,9.0668,-1.3455,-2.8228,rotate_cw,20
739583153000,8.4204,-1.3408,-3.869,rotate_cw,20
739603173000,8.0972,-1.2689,-4.4005,rotate_cw,20
739623204000,8.2408,-1.0223,-5.5067,rotate_cw,20
739643130000,7.8195,-1.0582,-6.4955,rotate_cw,20
739663136000,7.5776,-0.9744,-6.8546,rotate_cw,20
739683171000,7.0533,-0.8667,-7.0653,rotate_cw,20
739703132000,6.3351,-0.9673,-7.6351,rotate_cw,20
739723147000,5.8706,-0.893,-8.5569,rotate_cw,20
739743153000,5.2601,-1.0056,-9.3901,rotate_cw,20
739763130000,4.6376,-1.0678,-9.5624,rotate_cw,20
739783153000,3.4644,-1.1325,-9.9431,rotate_cw,20
739803109000,2.6624,-1.2785,-10.3645,rotate_cw,20
739823233000,2.5953,-0.8978,-10.7859,rotate_cw,20
739843130000,2.4828,-0.7159,-11.0756,rotate_cw,20
739863226000,1.822,-0.5626,-10.9056,rotate_cw,20
739883171000,0.4884,-0.7374,-10.3789,rotate_cw,20
739903136000,-0.8906,-0.759,-10.3214,rotate_cw,20
739923191000,-1.798,-0.9122,-10.4411,rotate_cw,20
739943233000,-3.4764,-1.5395,-10.4938,rotate_cw,20
739963191000,-5.7533,-2.0949,-9.7229,rotate_cw,20
739983119000,-6.6894,-2.5067,-8.4467,rotate_cw,20
740003148000,-5.9113,-2.5905,-7.173,rotate_cw,20
740023215000,-5.5043,-2.7198,-6.2273,rotate_cw,20
740043110000,-6.3327,-3.1316,-6.0382,rotate_cw,20
740063148000,-7.5561,-2.5762,-6.7253,rotate_cw,20
742943293000,-1.1708,-0.9625,9.2823,rotate_cw,21
742963127000,-1.142,-0.9098,9.3398,rotate_cw,21
742983217000,-1.0918,-1.0463,9.3781,rotate_cw,21
743003109000,-1.0918,-1.1444,9.3063,rotate_cw,21
743023120000,-1.0965,-1.0056,9.2727,rotate_cw,21
743043145000,-1.0606,-1.0463,9.4308,rotate_cw,21
743063154000,-1.0606,-1.0056,9.5026,rotate_cw,21
743083198000,-1.0822,-1.0271,9.5241,rotate_cw,21
743103199000,-1.0606,-1.0582,9.4571,rotate_cw,21
743123209000,-0.9864,-1.0534,9.4954,rotate_cw,21
743143225000,-0.9936,-1.0726,9.5122,rotate_cw,21
743163147000,-1.0654,-0.9888,9.5217,rotate_cw,21
743183199000,-1.1444,-0.8667,9.572,rotate_cw,21
743203124000,-1.1851,-0.893,9.6103,rotate_cw,21
743223137000,-1.1349,-0.8475,9.6367,rotate_cw,21
743243171000,-0.9816,-0.8643,9.572,rotate_cw,21
743263234000,-1.0511,-0.8428,9.4643,rotate_cw,21
743283130000,-0.9864,-0.7757,9.4116,rotate_cw,21
743303155000,-0.9385,-0.984,9.4978,rotate_cw,21
743323171000,-1.0008,-0.9529,9.6127,rotate_cw,21
743343202000,-0.9744,-0.8954,9.7564,rotate_cw,21
743363117000,-1.0223,-0.8045,9.8282,rotate_cw,21
743383155000,-0.9409,-0.7374,9.7636,rotate_cw,21
743403173000,-0.7638,-0.8092,9.8306,rotate_cw,21
743423175000,-0.6704,-0.7901,10.1849,rotate_cw,21
743443130000,-0.5435,-0.7709,10.161,rotate_cw,21
743463116000,-0.1676,-0.8595,9.8809,rotate_cw,21
743483130000,0.5339,-1.0702,9.6989,rotate_cw,21
743503225000,1.0199,-1.0415,9.5361,rotate_cw,21
743523109000,1.6759,-1.063,9.5122,rotate_cw,21
743543107000,2.1835,-1.0678,9.3637,rotate_cw,21
743563171000,2.6743,-1.2737,8.9663,rotate_cw,21
743583180000,3.0358,-1.3886,8.837,rotate_cw,21
743603208000,3.225,-1.4006,8.4827,rotate_cw,21
743623228000,4.1444,-1.2522,8.4276,rotate_cw,21
743643108000,5.9855,-0.9505,8.0062,rotate_cw,21
743663180000,7.0006,-1.0989,7.3215,rotate_cw,21
743683208000,7.6279,-1.166,6.5386,rotate_cw,21
743703178000,7.9703,-1.154,5.1116,rotate_cw,21
743723213000,8.9926,-1.1061,3.735,rotate_cw,21
743743203000,9.7372,-1.1277,2.7869,rotate_cw,21
743763130000,9.9192,-0.9122,1.5036,rotate_cw,21
743783116000,10.0987,-0.9098,0.2179,rotate_cw,21
743803227000,10.1706,-0.9074,-1.063,rotate_cw,21
743823159000,9.6582,-1.0702,-2.1955,rotate_cw,21
743843130000,9.6367,-0.8021,-2.7749,rotate_cw,21
743863116000,9.7755,-0.6776,-3.3878,rotate_cw,21
743883173000,9.426,-0.7781,-4.1563,rotate_cw,21
743903159000,8.8921,-0.929,-5.0374,rotate_cw,21
743923109000,7.9368,-0.7853,-6.2058,rotate_cw,21
743943176000,7.4891,-0.735,-7.2856,rotate_cw,21
751143177000,-1.9345,-1.0918,9.0597,rotate_cw,22
751163174000,-1.9393,-1.0989,9.1195,rotate_cw,22
751183136000,-1.9465,-1.154,9.0453,rotate_cw,22
751203209000,-1.9513,-1.2115,9.0525,rotate_cw,22
751223188000,-2.1596,-1.3671,9.3661,rotate_cw,22
751243131000,-2.4421,-1.2139,9.7588,rotate_cw,22
751263136000,-2.4972,-0.9816,10.0628,rotate_cw,22
751283182000,-1.9896,-0.9673,10.1466,rotate_cw,22
751303233000,-1.1277,-1.008,9.7061,rotate_cw,22
751323219000,-0.0551,-1.4509,9.5241,rotate_cw,22
751343155000,0.6273,-1.5658,9.3278,rotate_cw,22
751363191000,1.3455,-1.4533,9.0285,rotate_cw,22
751383216000,2.6743,-1.3743,8.3366,rotate_cw,22
751403191000,3.9241,-1.1612,7.7883,rotate_cw,22
751423251000,5.5976,-1.1851,7.1658,rotate_cw,22
751443113000,7.2353,-0.9481,6.6463,rotate_cw,22
751463158000,8.169,-0.8092,5.7604,rotate_cw,22
751483208000,9.1195,-0.7542,4.5849,rotate_cw,22
751503220000,9.6774,-0.8452,3.3399,rotate_cw,22
751523230000,9.912,-0.8332,1.9896,rotate_cw,22
751543136000,10.0341,-0.8906,0.4118,rotate_cw,22
751563147000,10.252,-0.8715,-1.0606,rotate_cw,22
751583136000,10.5489,-0.7518,-2.5331,rotate_cw,22
751603113000,10.3286,-0.6704,-3.9552,rotate_cw,22
751623198000,9.6151,-0.6273,-5.2002,rotate_cw,22
751643220000,8.691,-0.6416,-6.3159,rotate_cw,22
751663158000,8.0685,-0.5674,-7.252,rotate_cw,22
751683190000,7.2903,-0.4573,-8.3222,rotate_cw,22
751703232000,7.0844,-0.2634,-9.074,rotate_cw,22
751723130000,6.2034,-0.5866,-9.8976,rotate_cw,22
751743233000,4.4891,-0.8404,-10.0604,rotate_cw,22
751763171000,3.4884,-1.1803,-10.07,rotate_cw,22
751783179000,2.7845,-1.0582,-10.6398,rotate_cw,22
751803209000,1.8699,-1.4006,-11.1067,rotate_cw,22
751823215000,0.1149,-2.1021,-10.7069,rotate_cw,22
751843130000,-2.0135,-2.4157,-9.7157,rotate_cw,22
751863115000,-3.3686,-2.6264,-9.1123,rotate_cw,22
751883109000,-3.8714,-2.873,-7.9104,rotate_cw,22
751903233000,-3.7972,-3.4093,-7.6136,rotate_cw,22
751923131000,-4.6735,-3.3064,-7.3047,rotate_cw,22
751943177000,-5.3534,-3.2681,-6.857,rotate_cw,22
751963209000,-5.703,-3.3184,-6.3351,rotate_cw,22
751983215000,-6.3303,-3.2801,-5.7724,rotate_cw,22
752003109000,-6.9049,-3.4931,-4.8746,rotate_cw,22
752023158000,-6.8163,-3.6966,-4.5586,rotate_cw,22
752043186000,-7.683,-3.7757,-4.3862,rotate_cw,22
752063177000,-7.4843,-3.6368,-3.9816,rotate_cw,22
752083209000,-7.1946,-3.6152,-4.3886,rotate_cw,22
752103136000,-7.4723,-3.6655,-4.7836,rotate_cw,22
752123171000,-8.1762,-3.6847,-4.786,rotate_cw,22
752143188000,-8.5641,-3.6033,-4.379,rotate_cw,22
754623209000,-1.8675,-1.482,9.3541,rotate_cw,23
754643211000,-1.834,-1.5347,9.3925,rotate_cw,23
754663234000,-1.9345,-1.4581,9.347,rotate_cw,23
754683227000,-1.9609,-1.4509,9.3063,rotate_cw,23
754703128000,-1.889,-1.3982,9.1794,rotate_cw,23
754723173000,-1.9297,-1.4437,9.0357,rotate_cw,23
754743216000,-1.7142,-1.5945,8.8921,rotate_cw,23
754763109000,-1.7071,-1.6712,9.0118,rotate_cw,23
754783234000,-1.8747,-1.7071,9.244,rotate_cw,23
754803202000,-2.0135,-1.5275,9.4116,rotate_cw,23
754823116000,-2.2817,-1.6328,9.754,rotate_cw,23
754843148000,-2.3822,-1.3384,9.9288,rotate_cw,23
754863202000,-2.2482,-1.664,10.1873,rotate_cw,23
754883109000,-1.6185,-1.4341,10.319,rotate_cw,23
754903138000,-0.0551,-1.5993,10.1658,rotate_cw,23
754923210000,1.968,-1.8459,8.8633,rotate_cw,23
754943178000,2.7557,-2.2505,8.2361,rotate_cw,23
754963109000,3.6536,-1.7789,7.5872,rotate_cw,23
754983159000,5.9065,-1.8507,7.1132,rotate_cw,23
755003148000,8.011,-1.3862,5.7293,rotate_cw,23
755023152000,8.8418,-1.4557,4.4652,rotate_cw,23
755043227000,9.1937,-1.6448,3.055,rotate_cw,23
755063154000,9.6798,-1.5371,1.6592,rotate_cw,23
755083109000,10.0509,-1.561,0.9074,rotate_cw,23
755103199000,10.2663,-1.2019,0.2873,rotate_cw,23
755123227000,9.9479,-1.2977,-0.735,rotate_cw,23
755143178000,9.7085,-1.2019,-2.0399,rotate_cw,23
755163208000,9.2799,-1.4293,-2.8443,rotate_cw,23
755183152000,9.2344,-1.257,-3.8954,rotate_cw,23
755203227000,9.2751,-1.2546,-4.853,rotate_cw,23
755223199000,8.7939,-1.1708,-5.8706,rotate_cw,23
755243113000,8.1738,-0.9457,-6.4811,rotate_cw,23
755263137000,7.7141,-0.9409,-7.5657,rotate_cw,23
755283171000,6.6104,-1.0942,-8.1738,rotate_cw,23
755303216000,5.8897,-1.3958,-8.2983,rotate_cw,23
755323109000,5.3654,-1.3934,-8.1786,rotate_cw,23
755343199000,4.6256,-1.2785,-8.7245,rotate_cw,23
755363208000,3.5889,-1.2258,-9.3613,rotate_cw,23
